scores_rating,scores_accuracy,scores_cleanliness,scores_checkin,scores_communication,scores_location,scores_value,listing_id
4.67,4.76,4.57,4.76,4.86,4.81,4.52,882212649694134413
4.82,4.73,4.91,4.64,4.91,5.0,4.73,882375563591071747
3.0,4.5,4.0,3.5,4.5,2.0,2.5,882409852732328510
5.0,4.93,4.97,4.97,5.0,4.79,4.9,887647069063728556
4.56,4.75,4.56,4.69,4.81,4.63,4.38,887649526029206718
5.0,5.0,4.0,5.0,4.0,5.0,5.0,882483449809358247
4.0,4.0,5.0,4.0,5.0,5.0,4.0,882483775230049322
5.0,5.0,5.0,5.0,5.0,5.0,5.0,882498249324146262
5.0,5.0,5.0,5.0,5.0,5.0,5.0,882518314810628634
4.77,4.85,4.69,5.0,5.0,4.85,4.69,887657375154296515
4.93,4.9,4.9,4.9,4.93,4.62,4.69,882598599673575197
4.86,4.86,5.0,5.0,4.95,4.77,4.82,887659847872760176
4.85,4.88,4.96,4.85,4.92,4.27,4.54,882652206891151568
5.0,5.0,5.0,5.0,5.0,5.0,5.0,882677861339924554
4.92,4.92,4.77,5.0,5.0,5.0,4.92,882728325211551809
5.0,5.0,5.0,5.0,5.0,5.0,4.5,887878494105337268
4.77,4.77,4.77,4.8,4.93,4.9,4.53,887884578137379510
5.0,5.0,5.0,5.0,5.0,5.0,5.0,882791943988944661
4.45,4.27,4.36,4.64,4.91,3.91,3.82,887921198436915424
4.0,4.0,4.0,5.0,4.0,4.0,4.0,887951389891106480
5.0,5.0,4.96,5.0,5.0,4.96,4.96,888302782916954401
4.84,4.84,4.91,4.91,4.91,4.84,4.91,888367668704641364
5.0,4.0,5.0,5.0,5.0,5.0,5.0,888384213321865016
4.64,4.57,4.79,4.64,4.79,4.43,4.5,888412962571500107
3.5,4.5,4.0,5.0,3.0,5.0,4.5,888612391789890297
4.94,4.94,5.0,5.0,4.94,5.0,4.88,888628726797097464
5.0,5.0,4.0,5.0,5.0,5.0,5.0,882794700994439691
5.0,5.0,4.95,4.95,4.95,4.95,4.79,882831177126829967
5.0,5.0,5.0,5.0,5.0,5.0,5.0,888992949365457923
4.64,4.27,4.82,4.55,4.64,5.0,4.36,889022995844018903
4.43,4.64,4.5,4.79,4.5,4.14,4.36,889181383928955258
4.38,4.75,4.63,4.88,4.63,4.75,4.25,889218553710514752
4.86,4.76,4.9,4.52,4.81,4.9,4.52,883045183879489124
5.0,5.0,4.92,4.96,4.76,4.88,4.76,883137402588150429
4.88,4.96,4.96,4.77,4.69,4.92,4.73,883149318101517996
4.97,5.0,5.0,4.97,5.0,4.97,4.86,889292910009850488
4.73,4.82,4.91,5.0,5.0,5.0,4.91,889363292218853615
4.1,3.7,4.3,4.3,4.8,4.6,4.2,889693602851748424
5.0,5.0,5.0,5.0,5.0,5.0,5.0,889709939292535845
4.88,5.0,4.92,5.0,5.0,5.0,4.88,889712285509752503
2.0,3.0,2.0,1.0,4.0,1.0,2.0,889718104677197232
5.0,5.0,5.0,4.6,5.0,4.8,5.0,891872067486193405
5.0,5.0,5.0,5.0,5.0,5.0,5.0,889875107763870675
4.6,4.8,4.73,4.73,4.93,4.73,4.73,889906253034371939
4.56,4.68,4.56,4.52,4.92,4.28,4.44,891944139791116055
5.0,5.0,5.0,5.0,5.0,5.0,5.0,890111668461195592
4.96,4.81,4.96,5.0,5.0,4.77,4.85,892253984691342254
5.0,5.0,5.0,5.0,5.0,5.0,4.0,890660274564441782
4.17,4.58,3.5,4.5,4.58,4.67,4.58,890847054052509727
4.33,4.67,4.0,5.0,5.0,4.83,4.33,890883749036619495
4.54,4.54,4.23,5.0,4.92,4.77,4.46,892300665013090229
5.0,5.0,5.0,5.0,5.0,4.67,5.0,891424563108350679
4.68,4.65,5.0,4.71,4.65,4.52,4.61,891461583289104726
4.86,4.93,4.79,4.93,4.79,4.79,4.71,892323934232221188
5.0,5.0,4.94,5.0,5.0,4.71,4.94,891507933940492092
5.0,5.0,5.0,5.0,5.0,4.0,5.0,891573703440476424
5.0,5.0,5.0,5.0,5.0,5.0,5.0,891660044222172671
4.71,4.71,4.59,4.76,4.76,3.76,4.71,892692713809959398
4.64,4.73,4.91,4.91,4.82,4.73,4.55,892789251039491169
3.33,3.5,3.5,5.0,4.67,4.17,3.33,892860691556845982
4.63,4.7,4.44,4.7,4.7,4.63,4.59,892923767423038392
5.0,5.0,5.0,5.0,5.0,4.6,5.0,903473539615805279
5.0,5.0,5.0,5.0,5.0,5.0,5.0,903591422099598338
4.1,4.3,4.2,4.2,4.4,4.5,4.6,903817619338126823
5.0,5.0,5.0,5.0,5.0,5.0,5.0,893299689639304013
4.92,4.92,5.0,5.0,5.0,4.92,4.92,893347817779329722
4.9,4.7,4.9,4.9,4.95,4.0,4.85,903818441033819418
4.94,4.94,4.94,4.89,4.94,4.89,4.89,903833664222230412
4.75,4.75,4.5,5.0,5.0,4.25,4.5,904234320459893593
4.69,4.77,4.23,4.69,4.77,4.08,4.69,893507723008542190
4.88,4.88,5.0,4.88,5.0,4.75,4.5,904376450165385857
4.73,4.67,4.87,4.47,4.67,4.73,4.6,894101593637254604
4.8,4.93,4.8,4.93,4.93,4.87,4.8,904377583706636060
4.89,5.0,4.78,4.89,4.89,4.78,4.78,894273634351962663
5.0,5.0,5.0,5.0,5.0,5.0,5.0,904418978771117050
4.75,4.83,4.92,4.83,4.75,4.83,4.75,904575135036605667
5.0,4.67,4.83,4.83,5.0,4.83,4.83,904618469567962173
5.0,5.0,4.9,5.0,5.0,4.7,4.8,904669763458045636
5.0,5.0,5.0,5.0,5.0,5.0,5.0,905028588145465694
5.0,5.0,5.0,5.0,5.0,4.0,5.0,905062664900490210
5.0,3.0,5.0,5.0,5.0,4.0,5.0,905073165997588103
5.0,5.0,5.0,5.0,5.0,4.5,5.0,905079624069976498
5.0,5.0,5.0,5.0,5.0,5.0,5.0,905920280652180646
4.7,4.65,4.3,4.9,4.75,4.85,4.75,906066731533517826
4.87,5.0,4.93,4.8,4.93,4.73,4.73,906087590871201823
3.0,3.0,4.0,5.0,4.0,2.0,3.0,906098573976870747
4.5,4.25,4.58,4.83,4.67,4.75,4.5,906125920606364571
4.82,5.0,4.73,4.91,4.73,4.64,4.73,906409545154089516
4.56,5.0,5.0,4.89,5.0,4.44,4.67,906432544264735269
4.5,4.0,4.0,4.5,4.5,4.0,4.5,894490633554738241
4.95,5.0,5.0,4.84,5.0,5.0,4.84,894888182131216687
5.0,5.0,5.0,5.0,5.0,5.0,5.0,906547707773436357
4.75,4.83,4.67,4.92,5.0,4.67,4.83,894998574776857455
5.0,4.5,5.0,5.0,5.0,5.0,5.0,895079045075282991
5.0,4.5,5.0,5.0,5.0,5.0,4.5,906706795051864773
4.0,4.0,3.67,4.33,4.0,4.33,3.67,906726971896064888
5.0,5.0,5.0,5.0,5.0,4.67,5.0,906735457944413780
5.0,5.0,5.0,5.0,4.8,4.8,5.0,906802117186627137
5.0,5.0,4.92,5.0,5.0,4.83,4.83,895177504459069567
4.84,4.86,4.95,4.91,4.88,4.53,4.79,895237630944502285
3.5,4.0,3.0,5.0,5.0,5.0,4.0,895394733756987063
4.75,4.81,4.75,5.0,5.0,4.5,4.63,895554734730702580
3.33,3.5,3.5,4.33,4.33,4.33,3.17,895605385658281403
3.75,3.75,3.5,4.5,4.25,4.5,3.75,895609070956938836
4.83,4.83,4.33,5.0,5.0,5.0,4.33,895994885036649235
5.0,5.0,5.0,5.0,5.0,4.29,5.0,896012270446217166
4.96,5.0,4.88,4.96,5.0,5.0,4.92,896622548424447244
4.96,4.96,5.0,5.0,5.0,4.87,4.96,907138251562451758
5.0,5.0,5.0,5.0,5.0,5.0,4.67,907159283163297665
5.0,5.0,5.0,5.0,5.0,5.0,5.0,907264543028348019
4.83,4.83,4.61,4.96,4.91,4.91,4.87,896891278930299117
4.81,4.88,4.94,4.75,4.88,5.0,4.63,907293937055066573
5.0,5.0,5.0,5.0,5.0,5.0,4.0,907306273104125830
5.0,5.0,5.0,5.0,5.0,5.0,5.0,907315274490007987
4.9,4.93,5.0,4.79,4.79,4.9,4.9,907325295101508578
5.0,5.0,5.0,5.0,5.0,5.0,4.92,897007827705171027
5.0,4.9,5.0,4.8,5.0,4.7,5.0,897040971540183175
5.0,5.0,5.0,5.0,5.0,3.0,5.0,907337614238361499
4.88,5.0,4.88,4.88,5.0,4.5,4.88,907388547740495271
4.0,5.0,5.0,5.0,5.0,4.0,5.0,907432502225345917
5.0,5.0,5.0,5.0,5.0,5.0,4.83,897054363775765980
4.86,4.86,4.86,4.86,4.86,4.86,4.86,897099337125982608
4.67,5.0,5.0,4.67,5.0,4.67,4.67,897112829039880213
5.0,5.0,5.0,5.0,5.0,5.0,5.0,897214973251082026
5.0,5.0,5.0,5.0,5.0,5.0,5.0,897399470112656382
4.94,5.0,4.88,4.94,4.94,4.75,4.88,897751089784730313
5.0,4.9,4.9,4.8,5.0,5.0,4.8,897831204090859929
4.93,4.89,5.0,4.89,4.96,4.86,4.61,897833280347435563
5.0,5.0,5.0,5.0,5.0,5.0,4.6,897917748902312174
4.85,4.85,4.69,4.92,4.85,5.0,4.69,898466186903072118
4.2,4.6,4.8,5.0,5.0,4.2,4.4,898543788176777504
5.0,5.0,5.0,5.0,5.0,5.0,5.0,899292016907591427
4.56,4.56,4.44,4.78,4.72,4.94,4.28,899370629988417105
4.9,5.0,4.8,5.0,5.0,5.0,4.9,899496155500753527
4.88,4.94,4.88,4.94,5.0,4.69,4.88,899544156282323531
4.83,4.78,4.78,4.94,4.67,4.67,4.67,899570869013091129
4.5,4.0,4.25,4.75,4.75,4.0,4.25,899896319161551202
5.0,5.0,4.0,5.0,4.5,5.0,5.0,899901873122881376
4.5,4.0,3.0,3.0,3.5,4.5,4.5,899902784262456371
4.85,4.85,5.0,4.82,4.88,4.53,4.71,900027751786038180
5.0,5.0,5.0,5.0,5.0,4.9,5.0,900208262575580836
5.0,5.0,5.0,4.9,5.0,4.6,4.6,900273084979590877
4.75,4.75,4.75,4.75,4.75,4.5,4.5,900354720879021618
5.0,5.0,5.0,5.0,5.0,5.0,5.0,907438403132923262
4.83,4.87,4.7,4.91,5.0,4.65,4.78,907440652156085038
4.33,4.67,4.33,5.0,5.0,4.33,4.33,907444313104296580
4.67,5.0,5.0,5.0,5.0,4.67,5.0,907458879966031819
4.87,4.89,4.92,4.84,4.76,4.61,4.68,900635785302779514
5.0,4.75,4.5,5.0,4.5,4.5,4.5,900664326551405325
4.88,4.71,4.96,4.96,5.0,4.71,4.71,900780652938010521
5.0,5.0,5.0,5.0,5.0,5.0,5.0,901343780160267535
5.0,5.0,5.0,5.0,5.0,4.9,4.9,907475998974766052
5.0,5.0,5.0,4.8,5.0,5.0,4.8,901373216468992285
5.0,5.0,5.0,5.0,5.0,5.0,5.0,901440574305111202
5.0,5.0,5.0,5.0,5.0,5.0,5.0,901585988720006750
5.0,5.0,5.0,5.0,5.0,5.0,5.0,902010626468811080
4.82,4.94,4.94,4.76,5.0,4.71,4.71,902095290928524684
1.0,1.0,1.0,3.0,1.0,3.0,1.0,902103049718395074
4.88,4.85,4.81,4.81,4.88,3.92,4.54,902142120588141891
4.94,5.0,4.94,5.0,5.0,4.88,4.94,902145091833204001
4.73,5.0,3.8,4.87,5.0,4.93,4.73,902229343656404311
5.0,4.0,5.0,5.0,5.0,5.0,2.0,902273812442510813
5.0,5.0,5.0,5.0,5.0,5.0,5.0,902288828828636529
4.73,4.86,4.73,5.0,5.0,4.95,4.77,902377066235617518
5.0,4.93,4.73,5.0,5.0,4.8,4.87,902453990595873797
5.0,5.0,5.0,5.0,5.0,5.0,5.0,902523889118644516
5.0,4.83,4.83,4.83,5.0,5.0,4.67,902824722083346695
5.0,5.0,4.8,5.0,5.0,5.0,4.8,908068048397189330
4.81,4.81,4.69,5.0,4.94,4.5,4.5,908819647156393784
5.0,5.0,5.0,5.0,5.0,5.0,5.0,908824861521419564
4.91,4.91,5.0,4.91,5.0,4.82,4.91,908128997230207425
5.0,4.8,5.0,5.0,5.0,5.0,4.8,908246590343888351
4.85,4.9,4.95,5.0,5.0,4.8,4.65,908976839770918543
5.0,5.0,5.0,5.0,5.0,4.92,5.0,908978514210836588
4.65,4.65,4.71,4.82,4.88,4.53,4.53,909368643202014994
4.86,4.86,4.86,4.95,4.9,4.81,4.76,909578658283378016
4.5,4.67,4.58,4.92,4.92,4.75,4.5,909745702727639388
5.0,4.92,5.0,5.0,5.0,4.67,5.0,910135278436646084
4.96,4.87,5.0,5.0,4.91,4.96,4.83,910258989284341492
4.88,4.94,4.76,4.94,4.88,4.65,4.88,910867963712347553
5.0,5.0,5.0,5.0,5.0,5.0,5.0,908291853914544842
4.5,4.0,5.0,5.0,5.0,5.0,5.0,910897576330216506
4.84,5.0,4.95,4.89,4.84,5.0,4.68,910931993733888486
4.69,4.75,4.81,4.75,4.94,4.75,4.56,911003217128528192
4.0,5.0,5.0,5.0,5.0,5.0,4.0,911548979890562003
5.0,5.0,5.0,4.83,5.0,4.83,5.0,911684890814516474
4.83,4.92,5.0,4.83,4.83,5.0,4.5,911708707673479585
4.75,4.85,4.8,4.9,4.9,4.7,4.75,911734847579805689
4.83,4.67,4.67,4.83,4.72,4.78,4.72,911883653190403875
5.0,5.0,5.0,5.0,5.0,4.0,5.0,912190335524249561
5.0,5.0,4.5,5.0,5.0,5.0,5.0,912223129886956899
5.0,4.95,5.0,4.95,5.0,5.0,4.95,912310957462325096
4.94,4.97,4.91,4.82,4.97,4.94,4.88,912313421416508737
3.0,3.33,2.67,2.67,3.0,3.33,2.67,908709539058582501
5.0,5.0,4.5,5.0,5.0,5.0,5.0,912346111578742855
4.7,4.8,4.9,5.0,5.0,4.8,4.5,912347557984790526
4.29,4.43,4.57,4.71,4.71,4.57,4.29,912397711519213633
4.76,4.92,4.76,4.88,4.88,4.96,4.72,912438733190976970
4.6,4.6,5.0,4.8,4.4,4.8,4.6,912480593642670154
5.0,5.0,4.83,5.0,5.0,5.0,4.75,908710283829772383
4.97,4.94,4.94,4.94,4.97,4.97,4.84,912485534059089010
4.89,4.89,4.81,4.7,4.89,4.56,4.81,912500297664912395
5.0,5.0,5.0,5.0,5.0,5.0,5.0,914707875440241881
4.96,5.0,4.92,4.96,4.96,4.88,4.83,915216880800481965
4.59,4.71,4.59,4.88,4.88,4.41,4.59,912522013503536290
5.0,5.0,5.0,5.0,5.0,5.0,5.0,915262808595995309
4.92,4.97,4.97,4.95,5.0,4.95,4.89,912587627156935240
4.93,5.0,5.0,5.0,5.0,5.0,4.87,915370265035854201
5.0,5.0,5.0,5.0,5.0,4.96,4.92,915471464535160138
5.0,5.0,5.0,5.0,5.0,4.83,4.83,915858918477670919
5.0,4.33,4.67,5.0,5.0,4.67,4.33,912885678182642961
4.0,5.0,4.0,5.0,3.0,4.0,4.0,912969167160250468
4.54,4.54,4.77,4.92,4.62,4.92,4.15,913041094528056499
4.67,4.67,4.67,4.67,5.0,4.67,4.33,916058668836854207
4.17,4.67,4.5,4.83,4.17,4.83,4.17,916068756723413501
5.0,5.0,5.0,5.0,5.0,5.0,4.0,916117751064062543
4.08,4.33,4.08,4.42,4.42,4.58,4.17,913135954747408181
4.67,4.83,5.0,4.5,5.0,3.67,4.67,913148870475206987
4.86,4.77,4.82,4.91,4.95,4.95,4.77,913154613757973777
4.67,5.0,5.0,4.67,5.0,4.33,4.33,913162040478577071
4.56,4.72,4.72,4.72,4.78,4.61,4.44,913165343086312144
4.71,4.88,4.94,5.0,4.88,5.0,4.65,913189993480191722
3.6,4.2,3.6,4.8,4.4,4.6,4.0,913238009886085860
4.55,4.64,4.64,4.82,4.82,4.73,4.82,913242752932481204
3.89,4.11,4.0,4.56,4.44,4.56,4.22,913250017283592912
3.0,3.0,3.0,3.0,3.0,4.0,2.0,913749252939177162
5.0,5.0,5.0,5.0,4.94,4.5,4.94,913847216036583256
5.0,4.75,5.0,5.0,5.0,5.0,4.75,916519697215774767
4.8,4.8,5.0,5.0,4.8,5.0,4.8,916658122724773865
4.91,5.0,4.73,4.73,4.91,4.91,4.73,913873144106524804
4.67,4.83,4.67,5.0,4.83,4.83,4.33,914018747047650657
4.86,4.57,5.0,4.71,5.0,5.0,4.57,914640347991209691
5.0,5.0,4.83,5.0,5.0,4.83,5.0,914667559734022176
4.86,4.86,5.0,5.0,5.0,4.57,4.86,925556261351906598
4.68,4.82,4.68,4.64,4.82,4.32,4.59,917160370919077890
4.4,4.5,4.9,4.8,5.0,4.2,4.2,925715499269501550
5.0,5.0,5.0,5.0,5.0,5.0,5.0,925798917370178861
4.77,4.77,4.77,5.0,4.77,4.77,4.62,917200402137659780
4.84,4.84,4.75,4.69,4.91,4.5,4.66,917275668634888013
5.0,5.0,5.0,4.91,5.0,5.0,4.91,925948357964558353
5.0,5.0,5.0,4.75,5.0,4.75,5.0,917291698482736489
5.0,5.0,5.0,4.67,5.0,5.0,5.0,926003507039426364
4.88,5.0,5.0,4.69,5.0,4.56,4.94,926109884132328314
4.73,4.87,4.93,5.0,5.0,4.93,4.67,926236733948602403
5.0,4.93,5.0,5.0,5.0,4.93,4.79,917294757690602460
5.0,5.0,5.0,4.91,5.0,4.94,4.98,917397477041807299
4.5,4.5,4.38,5.0,4.88,4.63,4.38,917436466621451250
4.86,4.83,4.83,4.86,4.86,4.59,4.86,917437798709572810
5.0,5.0,5.0,5.0,5.0,4.88,5.0,917654077150035379
4.88,4.88,4.75,4.88,5.0,5.0,4.88,926284637242426489
4.92,5.0,5.0,4.88,5.0,4.8,4.88,926299988814677474
4.85,4.8,4.75,4.95,4.95,4.75,4.7,926840463605302192
5.0,4.86,5.0,5.0,5.0,4.86,5.0,926925779564526868
5.0,5.0,5.0,5.0,5.0,5.0,5.0,926984534948097311
5.0,4.94,5.0,4.94,4.94,4.89,4.78,917685628877003189
4.25,4.5,4.0,4.75,4.88,4.88,4.13,927443574197415799
5.0,5.0,5.0,5.0,5.0,5.0,4.86,927675113233611935
3.75,4.25,3.25,5.0,5.0,5.0,4.0,917716192466382191
4.92,5.0,4.85,5.0,5.0,4.85,4.92,927772801084858349
4.88,5.0,5.0,5.0,5.0,5.0,4.88,927801426800709369
4.67,4.92,4.58,4.75,5.0,4.83,4.58,928804582269430267
4.87,5.0,4.87,4.93,5.0,5.0,4.73,928823234250485378
5.0,4.83,5.0,5.0,4.83,4.83,4.83,918016817036447937
4.82,4.91,4.18,4.82,4.91,4.91,4.73,918145163305879145
4.88,4.88,4.88,5.0,5.0,4.63,4.88,929029220989877937
4.82,5.0,4.73,4.82,5.0,4.18,4.91,918201474026282979
5.0,4.9,4.9,5.0,5.0,4.8,5.0,918209006228287352
4.43,4.57,4.5,4.57,4.79,4.71,4.43,918783403872728546
4.91,4.95,5.0,5.0,5.0,4.55,4.77,918849406594871841
5.0,5.0,5.0,5.0,5.0,5.0,5.0,918910993555179394
4.9,4.9,5.0,4.8,4.9,4.9,4.5,929107879611514871
5.0,5.0,5.0,5.0,5.0,5.0,4.75,918954691553284666
5.0,4.95,5.0,5.0,5.0,4.85,4.85,919063331751900827
4.89,4.94,4.89,4.94,5.0,4.94,4.94,929185875236631628
5.0,5.0,4.9,5.0,5.0,4.97,4.93,929220018769945029
4.93,4.93,4.86,4.79,4.86,4.79,4.71,919459461279702440
4.94,5.0,5.0,4.75,4.75,5.0,4.75,919460707453602335
4.0,3.5,3.5,4.5,5.0,3.5,3.5,929226805137985338
5.0,4.91,5.0,5.0,5.0,4.91,4.91,919702078476103189
4.8,4.6,4.9,5.0,5.0,5.0,4.7,919706466072063446
5.0,5.0,4.96,4.96,4.96,5.0,4.83,919774791415993184
5.0,5.0,5.0,5.0,5.0,4.0,5.0,929232712729258238
4.67,4.33,5.0,4.67,4.67,4.33,4.33,929576036030786713
4.4,4.8,4.8,4.4,5.0,4.4,4.6,929595499118998214
5.0,5.0,5.0,5.0,5.0,5.0,5.0,929716689223008024
5.0,5.0,5.0,5.0,5.0,5.0,5.0,920122490571777905
5.0,5.0,5.0,4.83,4.83,5.0,4.83,929757275013057995
5.0,4.92,4.92,4.85,5.0,4.92,4.92,920220834929377333
4.56,4.78,4.44,4.89,5.0,4.44,4.44,929840238302677053
5.0,5.0,5.0,5.0,5.0,5.0,5.0,929845380887604390
4.69,4.77,4.54,4.85,4.77,4.69,4.62,930011686786656180
5.0,5.0,5.0,5.0,5.0,5.0,5.0,920338590850778266
4.56,4.69,4.81,4.94,4.69,4.19,4.44,920571267619086209
4.97,4.94,4.97,4.85,5.0,4.85,4.71,930516548753160772
4.0,4.67,3.67,4.67,4.67,4.67,3.67,930714649759833546
2.6,2.8,2.6,3.0,3.0,3.0,2.4,920833632347964454
3.0,2.33,3.67,3.67,4.0,4.0,2.67,921002890972652572
4.73,4.73,4.82,4.45,4.82,4.73,4.45,921219214518734401
4.0,5.0,4.0,5.0,5.0,5.0,4.0,931380267278138074
5.0,5.0,4.0,5.0,5.0,5.0,5.0,931423751324433113
4.57,4.71,4.43,4.86,4.71,4.71,4.29,931441231581735794
4.6,4.6,4.6,4.6,4.6,4.9,4.6,931681456727637652
5.0,4.67,5.0,5.0,5.0,5.0,5.0,932035418863206090
5.0,4.93,4.93,4.86,5.0,4.93,4.79,932046201339398531
5.0,5.0,5.0,5.0,5.0,5.0,5.0,921763876195386148
5.0,5.0,5.0,5.0,5.0,5.0,4.95,932123301754308451
5.0,5.0,5.0,5.0,5.0,5.0,5.0,922359021812322766
5.0,4.67,5.0,5.0,5.0,4.67,5.0,932527923484148288
5.0,5.0,5.0,5.0,5.0,5.0,4.88,932529709072977891
5.0,5.0,5.0,5.0,5.0,5.0,5.0,922648766981583410
4.83,4.83,4.5,4.83,5.0,5.0,4.83,922676754297614917
4.43,4.71,4.71,4.71,4.71,4.86,4.29,923183837534655508
3.5,4.0,3.5,5.0,5.0,4.0,2.5,923190097747709369
5.0,5.0,5.0,5.0,5.0,5.0,5.0,923270054564804030
5.0,5.0,5.0,5.0,5.0,5.0,5.0,923289237324322527
4.74,4.78,4.87,4.74,4.83,4.7,4.83,923305712535273081
5.0,5.0,5.0,5.0,5.0,5.0,5.0,923324284741539303
4.88,5.0,5.0,5.0,5.0,5.0,4.88,932697966266010394
5.0,4.0,4.0,5.0,5.0,5.0,4.0,932715382817929341
5.0,5.0,4.89,5.0,5.0,5.0,5.0,932773103683650056
4.72,4.44,4.78,4.94,4.78,4.89,4.61,923790829001487085
4.58,4.58,4.75,4.5,4.92,4.42,4.92,932816473330084020
5.0,5.0,5.0,5.0,5.0,5.0,5.0,932890285662394649
4.75,5.0,5.0,4.5,4.75,3.25,5.0,923981443138332796
4.71,4.43,4.71,4.43,4.57,4.71,4.43,924019552951027041
4.95,4.86,4.95,5.0,4.95,4.95,4.86,924132293299250263
4.9,4.9,5.0,5.0,5.0,5.0,5.0,933355342404502923
5.0,5.0,4.0,5.0,5.0,5.0,5.0,924140192659774581
5.0,5.0,5.0,5.0,5.0,5.0,5.0,924182023203042196
4.67,4.5,4.5,4.83,4.83,4.6,4.5,933517629002704657
5.0,5.0,5.0,4.94,5.0,4.71,4.82,933966507862102380
5.0,4.83,4.83,4.83,4.83,4.83,4.67,924182093898039143
5.0,5.0,5.0,4.0,5.0,5.0,5.0,933970988754637851
4.86,4.86,4.75,5.0,5.0,3.89,4.86,933994443828390577
4.92,4.92,4.92,5.0,4.92,4.75,4.83,933997121965792652
5.0,5.0,5.0,5.0,5.0,5.0,5.0,934014793160952933
5.0,5.0,4.0,5.0,5.0,5.0,4.0,924185749123262270
4.95,4.95,4.68,5.0,4.95,4.95,4.91,934066623929272163
5.0,5.0,5.0,5.0,5.0,5.0,5.0,924203651424238737
5.0,5.0,5.0,5.0,5.0,5.0,5.0,934182154632932625
4.82,4.82,4.73,4.91,4.91,4.45,4.64,924507573112993030
4.78,4.67,5.0,4.89,4.89,4.22,4.33,934346385651190135
4.96,4.92,4.88,4.92,5.0,4.96,4.84,924592783826166615
4.71,4.48,4.55,4.52,4.74,4.29,4.52,924615750437109038
4.6,4.8,4.0,5.0,5.0,4.8,5.0,934631082343014056
5.0,5.0,5.0,5.0,5.0,5.0,5.0,934760584015867463
5.0,4.5,5.0,5.0,5.0,4.5,5.0,924705825748904894
5.0,5.0,4.93,4.93,5.0,5.0,5.0,924736774375166059
4.8,4.9,4.8,4.9,5.0,5.0,4.6,924820316372712136
4.88,4.75,5.0,4.88,5.0,4.75,4.88,934913641942499321
4.81,4.88,4.81,4.94,4.94,4.81,4.81,934933485389529065
4.75,5.0,5.0,5.0,5.0,4.5,5.0,935003537929904997
5.0,5.0,5.0,5.0,5.0,4.93,4.79,925280844226539129
4.5,5.0,5.0,4.5,4.5,5.0,4.0,935459998451079421
4.5,4.75,4.75,5.0,5.0,3.75,4.25,925411948808477755
4.28,4.61,4.0,4.72,4.78,4.44,4.22,935747380057532958
5.0,5.0,5.0,5.0,5.0,4.75,4.88,925414195197805784
3.67,3.67,3.67,3.0,3.67,3.67,3.33,925526747813072588
4.92,4.92,4.92,5.0,5.0,4.75,4.92,935806614159680753
4.67,4.5,4.83,4.83,4.67,4.83,4.67,942710721858261250
4.67,4.33,5.0,5.0,4.67,4.0,5.0,942711376335581194
4.87,5.0,5.0,5.0,5.0,4.93,4.8,936100450988179481
5.0,5.0,5.0,5.0,5.0,5.0,5.0,942769993246125319
5.0,5.0,5.0,5.0,5.0,5.0,5.0,942839181511659384
4.88,4.88,5.0,5.0,5.0,5.0,4.75,936240339029923636
5.0,5.0,5.0,5.0,5.0,5.0,5.0,936250721417590272
4.82,4.91,4.73,5.0,5.0,4.91,4.82,936385876337494205
4.0,3.0,5.0,5.0,3.0,5.0,4.0,943350688537048414
5.0,5.0,5.0,5.0,5.0,5.0,5.0,936470731807712618
4.63,4.63,4.75,4.38,4.5,5.0,4.25,943381465426587760
5.0,5.0,5.0,5.0,5.0,5.0,5.0,943404865074799612
5.0,5.0,5.0,5.0,5.0,5.0,5.0,937005666392379428
5.0,5.0,5.0,5.0,5.0,5.0,5.0,943480956651590901
5.0,4.83,5.0,4.83,4.83,4.67,4.5,943546735381736371
4.75,4.5,4.5,4.5,4.75,4.75,4.75,943589569012742676
4.33,4.67,4.33,4.33,4.67,4.67,4.33,943590899244820076
5.0,5.0,5.0,5.0,5.0,5.0,5.0,937255796276520727
5.0,5.0,5.0,4.94,5.0,4.88,4.94,937525937855444747
5.0,5.0,5.0,5.0,5.0,5.0,4.67,943598227875987058
4.8,4.8,5.0,4.8,5.0,4.4,4.8,943627019938676527
4.25,4.5,4.5,5.0,4.5,3.5,4.25,943637181024361388
5.0,4.5,5.0,5.0,5.0,4.5,5.0,943652415280278639
5.0,4.88,5.0,5.0,4.88,4.63,5.0,943661752071726579
5.0,5.0,5.0,5.0,5.0,4.0,5.0,943669610601675031
5.0,5.0,5.0,5.0,5.0,4.6,5.0,943711818507563017
4.25,4.5,4.5,5.0,4.75,4.5,4.0,943776082540605608
4.84,4.89,4.95,4.79,4.95,4.95,4.89,943821238014673059
4.5,5.0,5.0,5.0,5.0,5.0,4.5,944098429214367005
5.0,5.0,5.0,5.0,5.0,5.0,5.0,944114254714421453
5.0,5.0,5.0,5.0,5.0,5.0,5.0,944124230648097655
4.0,5.0,5.0,5.0,5.0,5.0,4.0,944124263006454777
4.91,5.0,5.0,4.91,5.0,4.91,4.91,944178460766303499
5.0,4.9,4.8,5.0,5.0,5.0,5.0,944199588115611657
5.0,5.0,5.0,5.0,5.0,5.0,5.0,937629276411292143
4.69,4.85,4.69,4.92,4.85,4.92,4.69,944220056498985695
4.78,4.94,5.0,4.94,4.78,4.83,4.78,944304071727896369
4.85,4.9,4.9,5.0,5.0,4.95,4.85,937720836400512883
2.0,3.0,1.0,4.0,2.0,1.0,2.0,944811363501894584
